2021.8.1   4 5 3 5 7  5 6 5 5 6 
2021.8.6   6 4 4 5 4  5 3 7 5 5
2021.8.11  4 3 5 5 3  3 8 5 7 7 
2021.8.12  1 4 1 4 1  5 8 2 4 5  3 8 3 4 3 
2021.8.13  5 6 2 1 7  7 4 5 3 4  6 3 3 4 2
2021.8.14  3 4 2 7 5  4 8 4 2 3
2021.8.15  6 2 2 3 3  3 2 4 4 3
2021.8.16  7 3 4 5 5  2 4 3 4 2  6 5 6 4 6
2021.8.17  0 3 6 4 6  4 5 5 7 3
2021.8.20  3 5 7 4 5  6 7 5 4 3  8 7 
2021.8.21  6 3 3 2 4  4 5 3 5 3  5
2021.8.22  3 4 2 2 5  4 5 1 2 4 
2021.8.24  3 4 4 5 4  6 4 6 7 4  3 3 5 7 5  6
2021.8.25  5 8 5 5 4  6 4 2 3 2  3 2 
2021.8.26  1 5 1 1 6  7 5 2 7 5  5 5 5 1 5
2021.8.27  3 4 5 1 2  4 4 4 4 3  3 5 4 2 4  5 5 
2021.8.28  6 4 5 5 3  6 3 6 3 6  6 6 5 9 4 
2021.8.29  2 7 6 8 3  4 5 6 5 4  5 2 5 3 9  6
2021.9.5   4 5 3 6 3  3 1 4 6 3  4 6 5 4 4  4
2021.9.11  3 2 6 5 5  3 4 3 6 6  3 3 5 5 4  4 5 6 7 4
2021.10.6  3 3 3 2 3  6 4 6 1 4
2021.10.7  4 4 4 5 4  4 4 5 5 3  3 3 
2021.10.10 4 3 6 2 4  5 2 3 4 5  4 4 
2021.10.16 0 2 2 2 3  2 3 4 6 2  4 2 4 6 5
2021.10.17 3 5 3 2 4  2 6 5 3 4  6 5
2021.10.24 0 4 3 3 3  2 5 4 6 5  5 5 
2021.10.30 4 1 4 1 5  3 3 5 3 3  4 5 4 4 4  6
2021.10.31 2 2 4 4 3  1 4 4 3 7  7 4 3 1 4  3 2
2021.11.4  4 6
